Week,R01.Tmax,R01.Tmin,R01.prcp,R02.Tmax,R02.Tmin,R02.prcp,R03.Tmax,R03.Tmin,R03.prcp,R04.Tmax,R04.Tmin,R04.prcp,R05.Tmax,R05.Tmin,R05.prcp,R06.Tmax,R06.Tmin,R06.prcp,R07.Tmax,R07.Tmin,R07.prcp,R08.Tmax,R08.Tmin,R08.prcp,R09.Tmax,R09.Tmin,R09.prcp,R10.Tmax,R10.Tmin,R10.prcp,USA.Tmax,USA.Tmin,USA.prcp
2007.02,5.42,-3.59,3.89,6.35,-2.28,4.68,7.86,-1.27,3.80,14.92,3.46,3.08,3.26,-4.57,2.32,14.58,1.33,2.54,4.69,-6.33,1.07,-0.23,-13.03,0.70,12.19,-1.20,0.19,2.29,-6.42,4.08,7.65,-3.43,2.26
2007.03,-0.95,-10.14,3.11,1.96,-6.23,3.28,7.10,-1.35,1.89,13.38,4.22,1.82,-1.30,-9.03,3.36,4.12,-2.56,6.08,-3.32,-13.33,1.76,-3.86,-17.47,0.45,9.17,-4.65,0.42,0.46,-8.17,1.87,2.93,-6.74,2.45
2007.04,-5.18,-15.43,0.19,-2.93,-11.66,0.60,1.17,-6.02,1.25,10.32,0.73,3.31,-0.89,-8.27,0.85,9.60,-1.15,2.90,2.57,-7.82,1.46,2.34,-11.00,0.55,13.34,-1.18,0.45,6.52,-3.61,0.62,5.07,-5.40,1.53
2007.05,-2.37,-13.38,1.15,-1.15,-9.82,1.22,1.44,-7.29,0.83,8.10,-2.87,3.44,-5.51,-14.35,0.47,8.14,-2.45,1.24,-2.90,-14.90,0.24,-3.57,-17.24,0.55,12.74,-0.18,0.76,5.07,-6.19,0.26,2.38,-8.76,1.14
2007.06,-6.58,-15.81,0.12,-6.21,-13.74,0.84,-3.55,-12.12,0.46,9.27,-2.24,0.23,-10.43,-19.55,0.53,14.31,0.48,0.11,-2.23,-11.57,0.16,3.47,-8.19,0.37,17.71,4.27,3.70,9.18,0.99,2.02,4.17,-6.71,0.72
2007.07,-4.09,-14.70,5.53,-4.24,-12.73,4.97,-0.23,-9.49,4.52,10.23,-2.13,2.60,-5.26,-14.97,2.22,9.76,-1.67,1.56,-2.57,-13.00,2.04,0.09,-11.28,1.44,15.29,3.07,2.35,8.23,0.84,6.10,3.79,-6.96,2.67
2007.08,-0.22,-12.26,0.58,1.53,-9.86,1.26,4.79,-5.69,1.10,14.97,1.39,1.10,2.28,-7.88,0.86,19.34,3.69,0.44,10.48,-2.43,1.08,6.33,-6.13,0.84,13.42,1.48,2.93,5.36,-1.74,7.21,9.71,-2.58,1.50
2007.09,3.43,-8.91,5.54,3.44,-6.13,5.43,7.42,-1.83,5.58,18.17,4.64,6.34,2.52,-3.63,4.97,18.65,2.68,0.52,5.84,-4.03,2.66,0.18,-10.71,1.53,11.39,-0.39,3.61,3.88,-3.47,6.22,8.75,-2.36,3.75
2007.10,-2.09,-15.20,0.36,-0.91,-12.07,0.71,4.64,-6.63,0.65,17.34,2.12,0.07,2.25,-8.63,0.59,19.72,2.05,0.09,11.05,-3.74,0.34,9.70,-4.69,0.30,19.80,4.53,0.13,11.17,1.22,2.68,11.54,-2.50,0.46
2007.11,8.77,-3.21,7.27,9.07,-2.31,6.27,12.98,0.22,7.13,21.18,7.29,2.49,10.85,-1.49,1.80,21.70,8.57,6.05,16.42,1.78,0.38,13.92,-1.35,0.38,25.56,7.53,0.02,13.62,1.80,2.99,16.73,2.88,2.80
2007.12,5.53,-6.71,1.62,6.70,-5.02,1.54,11.18,-0.06,1.89,20.74,6.81,0.35,11.40,0.27,4.31,22.91,12.06,1.23,18.47,4.87,2.80,15.24,-0.04,0.92,20.12,6.16,1.33,12.50,1.40,4.79,16.50,3.73,1.93
2007.13,9.94,-1.80,1.39,12.47,0.34,1.70,17.78,4.14,0.92,25.17,11.76,0.81,17.94,7.32,2.48,22.21,11.76,7.32,20.54,9.88,6.09,10.81,-1.84,3.15,18.19,3.65,1.07,11.68,-0.01,3.10,18.01,5.95,3.23
2007.14,5.53,-2.64,5.70,8.44,-0.78,3.36,12.99,2.10,2.25,20.53,8.21,2.33,8.64,-0.78,3.49,21.14,7.69,1.18,11.66,-0.91,1.52,8.99,-3.70,0.84,23.72,7.64,0.07,14.02,0.92,1.07,14.69,2.45,1.84
2007.15,5.66,-2.89,3.77,5.67,-2.47,3.19,8.08,-1.09,3.39,16.94,4.10,3.54,6.09,-2.74,2.95,17.32,5.18,3.32,7.89,-1.73,4.32,7.69,-4.87,1.49,18.95,5.53,0.97,11.58,0.79,3.90,11.61,0.42,2.98
2007.16,11.00,0.78,13.89,10.61,1.38,11.59,11.67,2.72,8.07,20.60,6.35,3.59,15.32,1.74,0.68,21.81,7.11,0.86,20.10,4.62,0.35,14.97,-0.06,1.63,16.93,3.35,1.33,10.81,-0.11,2.63,16.92,3.37,2.78
2007.17,18.04,3.17,2.52,18.62,5.29,3.66,20.41,7.49,2.94,25.05,11.86,1.44,18.95,7.19,5.12,23.70,11.24,2.75,19.47,7.84,7.54,15.30,1.39,3.16,22.74,6.96,1.40,15.42,3.70,1.54,20.27,7.26,3.26
2007.18,15.76,3.30,1.78,17.60,4.26,1.04,20.41,7.59,1.57,26.68,12.90,1.81,20.96,8.37,1.51,25.53,14.26,5.60,24.13,11.63,3.63,18.90,4.31,2.42,22.22,8.27,0.97,13.96,2.42,2.60,21.89,8.93,2.60
2007.19,22.51,6.51,1.04,21.99,7.04,1.23,21.45,7.77,0.86,26.00,12.97,1.90,23.13,9.79,1.06,25.79,14.54,4.19,24.71,12.07,6.73,19.41,3.86,2.00,27.11,9.62,0.04,20.36,4.87,0.19,23.56,9.65,2.29
2007.20,15.84,4.71,7.09,18.91,5.77,2.67,19.77,6.95,3.04,24.98,11.91,1.70,21.01,6.74,2.02,26.00,13.25,1.60,24.71,10.20,1.94,22.06,5.70,0.94,27.36,10.42,0.08,20.52,5.12,0.41,23.17,8.90,1.70
2007.21,22.35,7.46,1.65,23.22,8.76,0.71,22.99,9.43,0.47,27.27,12.31,0.19,23.85,10.44,1.95,25.63,14.57,4.92,24.35,12.52,4.57,17.72,3.63,3.01,26.16,10.27,0.04,17.53,4.75,1.75,23.38,9.89,2.26
2007.22,24.36,11.30,1.74,26.58,12.47,1.42,26.42,13.35,1.78,28.49,15.55,2.25,25.40,13.75,2.57,27.50,15.97,4.76,24.07,13.56,6.68,20.03,5.56,2.60,28.31,11.64,0.02,23.53,7.07,0.32,25.41,12.26,2.82
2007.23,20.99,9.80,6.47,24.16,11.64,5.43,24.23,13.08,4.36,29.25,17.30,3.31,23.60,11.79,3.51,29.53,16.78,1.90,26.14,12.40,1.09,21.21,5.84,2.11,26.36,10.61,0.39,19.20,7.48,2.78,25.22,12.18,2.65
2007.24,22.88,11.31,1.19,24.70,12.12,0.80,23.37,11.88,2.19,28.71,16.36,2.50,27.87,13.73,0.39,30.08,17.89,4.12,27.88,16.43,4.92,24.64,9.23,1.89,30.98,13.77,0.12,19.21,6.94,1.34,26.93,13.65,2.24
2007.25,24.54,12.07,1.80,25.69,12.45,3.59,25.92,12.72,2.40,30.16,17.16,2.92,26.79,14.41,3.74,30.13,18.64,5.33,29.31,16.98,2.97,27.76,10.25,0.76,31.96,13.96,0.00,22.44,7.59,0.44,28.24,14.36,2.60
2007.26,27.25,13.49,1.01,26.99,13.88,2.07,26.34,15.49,3.42,30.81,19.21,3.63,25.72,14.89,3.03,29.87,18.86,7.61,27.92,16.87,4.50,28.17,11.08,0.40,31.73,14.03,0.02,22.48,7.69,1.28,28.23,15.19,3.12
2007.27,23.52,11.29,3.35,23.52,11.85,3.62,24.09,12.87,2.80,29.08,18.49,4.42,26.23,13.91,2.11,29.16,18.88,7.86,29.76,17.38,2.30,30.57,12.85,0.59,35.25,17.02,0.08,28.38,11.58,0.08,28.82,15.50,2.98
2007.28,26.05,14.30,4.85,27.90,15.72,3.20,27.01,14.95,2.03,29.71,19.25,4.18,26.92,14.79,2.06,30.28,19.53,4.08,29.65,16.77,2.48,28.34,11.75,1.07,32.61,17.01,0.18,30.28,13.56,0.13,29.15,16.11,2.45
2007.29,24.92,14.75,5.20,25.42,14.60,4.89,26.35,15.16,3.05,30.00,19.30,3.81,25.71,13.76,3.86,30.24,19.18,4.73,31.77,18.74,2.26,30.78,14.23,1.00,31.77,16.51,0.90,25.24,12.89,2.09,29.05,16.43,3.02
2007.30,27.30,15.34,1.24,25.60,14.37,4.54,24.69,13.79,3.02,28.93,17.65,4.01,26.46,15.13,3.07,29.58,18.47,3.96,31.16,18.82,1.62,29.92,14.78,2.59,31.63,17.02,1.56,27.43,12.71,0.70,28.80,16.29,2.82
2007.31,29.58,16.98,2.28,28.92,16.33,1.35,27.86,16.36,2.30,30.43,19.72,3.62,29.20,15.94,0.33,30.43,19.99,3.61,30.13,19.18,3.96,28.60,13.68,2.43,32.20,17.13,1.37,27.59,11.29,0.16,29.66,17.02,2.40
2007.32,25.71,13.46,4.19,26.93,15.65,5.46,28.08,17.75,5.17,33.93,21.65,1.11,28.55,18.02,5.22,32.67,20.54,0.51,33.30,20.62,4.05,28.37,12.50,1.85,29.69,14.69,0.53,24.17,9.69,0.18,30.15,17.27,2.38
2007.33,25.91,12.61,1.86,26.69,13.38,1.61,25.96,13.70,1.59,33.72,20.02,1.44,26.61,14.60,2.55,33.50,20.49,3.67,33.77,20.34,1.58,28.88,12.90,1.70,32.86,16.24,0.37,26.37,10.11,0.33,30.42,16.40,1.85
2007.34,22.64,11.01,0.85,21.94,13.68,3.95,23.38,15.22,7.35,33.52,20.81,2.11,24.97,16.36,12.23,32.28,20.67,2.17,30.49,18.95,7.58,26.04,10.60,1.81,32.74,16.72,0.27,22.88,9.96,1.91,28.48,16.34,4.13
2007.35,27.17,13.66,1.25,26.54,14.01,0.56,25.96,14.79,2.00,30.85,20.05,3.95,25.90,13.35,1.53,31.07,18.91,2.54,29.77,16.68,1.30,26.96,11.02,0.85,33.81,17.93,0.52,26.12,9.66,0.31,28.85,15.54,1.76
2007.36,25.28,10.12,0.15,26.57,12.68,0.41,26.74,13.63,0.03,30.53,18.42,1.32,27.74,14.95,2.25,29.59,18.73,4.67,30.10,16.03,3.07,26.20,10.31,1.43,31.81,15.86,0.38,23.93,9.32,0.85,28.38,14.83,1.91
2007.37,20.88,11.00,7.21,22.65,12.62,6.31,23.47,13.06,4.14,28.92,17.77,6.27,20.58,8.60,2.35,28.51,16.90,3.44,22.76,9.36,1.71,21.46,5.04,0.43,29.96,14.07,0.10,24.71,8.35,0.08,24.89,11.84,2.85
2007.38,20.99,6.23,0.50,21.89,7.56,0.22,21.29,8.14,0.13,26.65,14.80,1.94,24.08,10.28,1.80,29.38,16.42,0.73,27.29,13.13,2.25,22.77,6.64,1.36,24.76,10.92,1.07,17.80,5.53,1.06,24.72,11.04,1.32
2007.39,25.20,11.84,1.89,25.22,11.49,2.83,25.17,11.75,1.63,29.14,16.78,1.91,23.95,10.61,2.53,28.89,16.19,1.53,26.36,11.36,1.68,18.99,4.10,1.91,24.48,9.08,0.64,16.93,3.58,1.87,24.74,11.04,1.81
2007.40,21.95,8.71,0.22,23.43,11.42,0.41,23.39,10.91,0.10,27.16,15.77,2.53,23.87,11.81,3.38,29.17,16.28,1.56,26.94,11.74,2.86,18.91,3.61,1.71,23.13,8.78,0.61,11.55,3.27,6.58,23.73,10.80,2.22
2007.41,16.22,8.31,7.06,20.10,10.52,6.08,21.59,10.42,2.46,26.26,13.12,0.60,19.15,8.56,1.52,27.63,13.59,1.01,22.02,8.16,3.09,17.03,1.71,0.63,22.69,7.28,1.55,14.95,4.39,1.87,21.68,8.72,1.76
2007.42,16.55,5.11,3.98,18.28,7.99,3.47,19.98,8.09,1.78,25.50,13.28,3.49,18.04,8.76,5.60,25.75,11.30,2.93,18.21,7.98,7.07,12.63,0.61,3.00,20.54,7.24,1.60,12.08,3.01,8.18,19.47,7.78,4.07
2007.43,18.87,6.75,3.09,18.64,7.66,6.76,18.19,8.84,11.41,21.54,11.92,9.02,15.61,5.51,3.43,21.73,5.63,2.09,17.16,3.10,1.00,14.54,-1.14,0.73,24.34,8.13,0.06,14.16,2.03,1.18,18.53,5.55,3.59
2007.44,12.65,0.39,2.84,13.76,1.07,1.72,14.42,1.14,0.63,20.39,7.10,0.54,13.90,0.33,0.13,22.16,5.96,0.01,17.10,0.44,0.00,14.13,-1.61,0.20,22.77,7.59,0.30,12.59,0.08,0.42,17.26,2.68,0.39
2007.45,7.90,-1.71,4.92,8.23,-0.56,2.38,9.20,-0.13,1.45,17.27,2.35,0.50,8.68,-0.86,0.41,22.39,7.10,0.04,15.27,-1.49,0.00,14.23,-1.71,0.07,22.36,7.07,0.24,13.49,2.30,1.77,15.29,1.62,0.64
2007.46,8.39,-2.44,5.52,8.99,-0.47,3.72,10.40,1.94,4.25,17.95,4.30,2.16,10.17,0.79,1.67,22.07,7.89,0.25,16.19,1.04,0.44,12.04,-2.24,0.38,20.52,6.85,0.99,9.23,1.22,7.91,14.95,2.46,1.94
2007.47,3.65,-4.46,1.61,6.65,-1.72,3.07,10.62,1.15,1.27,18.09,5.61,1.75,6.61,-0.97,2.85,17.36,5.38,2.33,10.53,-2.35,0.61,5.42,-7.66,0.77,17.55,3.12,0.31,5.17,-3.17,3.50,11.34,0.04,1.72
2007.48,5.36,-3.94,3.37,6.31,-2.78,4.05,9.06,-1.19,2.52,15.83,4.10,2.93,2.66,-6.29,1.69,13.66,2.10,3.06,6.94,-6.11,0.85,2.64,-10.26,1.24,14.47,1.87,2.91,2.84,-4.45,3.38,8.59,-2.57,2.36
2007.49,-1.73,-10.64,2.96,0.17,-8.18,3.48,3.45,-4.33,3.38,15.09,2.39,1.00,-0.39,-9.41,3.90,18.52,3.82,0.37,5.24,-5.71,1.93,3.59,-7.55,2.24,14.32,3.23,3.87,6.30,-0.25,12.12,8.22,-2.72,2.91
2007.50,0.23,-9.80,3.38,2.73,-4.53,4.47,8.30,1.39,4.29,20.46,9.39,2.71,-0.42,-6.81,4.07,12.68,3.01,4.53,-1.58,-8.70,5.33,-2.82,-14.34,1.19,10.02,-1.53,0.84,1.66,-5.18,1.53,6.18,-3.02,3.15
2007.51,-2.15,-11.19,4.97,1.14,-6.22,3.90,4.12,-3.27,3.52,12.36,1.85,5.24,0.96,-6.16,1.82,14.75,-0.24,1.14,3.79,-8.49,0.46,1.95,-10.22,0.86,10.36,-0.28,4.06,3.24,-2.57,7.65,6.46,-4.09,2.86
2007.52,4.59,-3.67,4.33,5.42,-1.72,4.99,7.67,-0.68,4.09,13.83,3.63,4.39,2.11,-5.56,2.49,10.64,-3.53,1.20,1.01,-8.97,1.25,-2.71,-14.20,1.25,9.31,-2.27,0.90,1.66,-4.23,8.22,5.56,-4.63,2.79
2008.01,-1.42,-11.86,3.58,0.59,-8.35,2.53,3.46,-5.48,1.79,9.96,-1.57,2.36,-1.69,-9.87,0.89,11.89,-2.74,0.17,0.64,-10.68,0.07,0.59,-11.63,0.92,11.87,0.78,6.87,3.14,-3.61,6.22,4.82,-6.19,2.02
2008.02,8.23,-1.05,2.99,10.71,1.23,2.71,12.50,1.77,2.77,18.15,6.62,3.55,7.54,0.27,5.53,17.27,3.48,0.97,7.37,-2.89,1.70,1.10,-9.96,1.41,10.48,1.01,4.31,2.95,-2.76,8.71,10.09,-0.24,3.19
2008.03,1.41,-8.68,3.41,2.62,-5.14,2.43,3.59,-3.26,2.28,9.86,0.43,3.15,-1.55,-9.92,0.72,9.87,-3.03,1.86,0.70,-11.25,0.44,-2.41,-15.46,0.52,12.05,-1.29,0.05,3.05,-5.48,1.82,4.22,-6.54,1.50
2008.04,-2.88,-13.91,0.22,-2.18,-10.71,0.62,0.12,-9.22,0.38,7.33,-2.69,2.39,-6.83,-16.79,0.75,8.50,-2.57,1.52,-2.61,-15.21,0.26,-2.94,-16.17,0.69,9.25,-0.85,5.05,0.52,-9.64,1.48,1.53,-9.40,1.44
2008.05,1.95,-8.77,5.16,2.67,-5.89,5.14,4.94,-4.04,5.86,12.88,-0.31,4.55,0.49,-10.58,2.17,14.55,-0.90,1.24,5.13,-8.97,0.41,-0.18,-13.58,1.53,8.69,-0.87,6.75,1.14,-4.64,10.36,6.22,-5.84,3.52
2008.06,2.09,-4.67,6.03,5.16,-1.95,4.85,10.27,0.48,2.60,17.96,5.47,2.86,2.51,-4.57,6.12,17.76,2.43,0.87,4.26,-6.18,2.67,-0.64,-12.91,1.61,12.09,-0.73,2.42,3.40,-2.88,7.27,8.49,-2.52,3.19
2008.07,0.03,-11.37,9.13,0.67,-10.23,5.66,3.90,-6.57,4.54,14.70,0.27,2.81,-4.53,-14.72,1.22,16.70,1.87,2.53,1.25,-11.39,0.95,2.64,-10.37,1.01,16.00,1.64,0.53,7.17,-2.15,1.42,7.06,-5.62,2.21
2008.08,1.31,-10.49,4.27,2.21,-7.81,3.05,4.78,-4.98,2.35,14.87,3.71,6.24,-2.05,-12.88,2.78,15.45,1.98,2.87,1.82,-10.06,2.59,3.36,-10.22,0.45,12.82,1.85,2.84,8.52,-3.05,0.49,7.38,-4.47,2.84
2008.09,0.70,-12.43,3.90,0.70,-10.25,2.59,3.51,-5.79,2.10,13.04,1.14,2.23,0.23,-9.28,1.57,19.29,2.48,0.21,7.79,-4.17,0.65,7.62,-5.83,0.92,17.35,3.52,2.17,9.78,-0.20,2.18,9.61,-2.88,1.50
2008.10,6.32,-5.78,7.30,7.24,-3.32,8.05,10.20,-0.71,7.41,17.49,4.15,8.20,1.96,-8.10,3.15,15.61,0.65,4.00,6.71,-7.15,2.29,3.15,-10.68,0.92,16.44,1.29,0.05,8.51,-2.75,1.78,9.83,-3.19,3.88
2008.11,3.80,-6.97,4.36,5.18,-5.33,3.91,9.66,-1.82,1.95,17.31,3.19,1.54,5.55,-5.26,0.53,20.27,4.04,1.97,13.04,-3.41,0.51,8.18,-6.10,0.54,18.26,3.97,0.73,9.22,-0.24,4.38,12.48,-1.10,1.55
2008.12,4.02,-4.77,3.99,5.69,-2.70,3.76,10.16,0.21,3.87,19.14,6.37,4.43,5.69,-2.63,5.23,20.82,5.47,4.56,11.04,-0.87,4.72,6.93,-5.99,1.08,17.24,2.21,0.38,7.51,-1.74,3.79,12.32,0.31,3.59
2008.13,4.97,-6.86,1.51,5.92,-4.66,1.63,10.11,-0.88,1.06,17.99,4.70,1.04,6.20,-4.12,2.33,21.27,6.98,0.31,11.86,-1.25,0.54,9.13,-5.57,0.66,19.66,4.52,0.36,6.44,-3.35,4.82,12.87,-0.02,1.23
2008.14,7.80,-3.29,4.18,9.62,-2.15,3.84,11.72,1.63,3.82,19.23,9.77,8.26,10.10,-0.35,3.91,22.20,9.64,3.65,11.81,0.62,3.96,7.69,-6.53,1.14,17.69,3.19,0.17,8.32,-4.00,1.65,13.78,1.97,3.67
2008.15,11.64,0.16,1.66,14.25,3.32,2.05,15.02,5.67,2.33,21.68,11.12,3.98,12.84,2.55,5.30,22.61,8.92,3.33,12.00,1.22,6.32,7.54,-4.81,2.18,19.30,4.18,0.15,10.82,-0.55,2.42,15.41,3.68,3.33
2008.16,15.79,-0.49,0.30,16.65,1.40,0.27,16.56,1.83,0.44,18.85,4.72,1.25,13.97,2.30,1.16,21.76,5.26,1.60,15.44,1.92,2.74,14.74,-2.43,0.68,22.47,5.20,0.04,11.49,-0.35,1.72,17.12,2.27,1.18
2008.17,21.06,3.87,0.19,21.81,6.99,0.33,19.98,8.49,4.98,23.78,10.76,1.28,20.33,7.35,2.96,26.21,12.32,2.06,20.99,6.05,3.60,12.67,-2.99,0.90,20.16,4.00,0.53,9.28,-1.60,2.99,19.93,5.92,2.02
2008.18,11.73,2.09,9.11,13.84,3.75,4.95,16.12,5.39,4.94,21.98,9.65,4.31,14.13,3.19,3.04,23.99,8.74,1.66,17.57,3.21,2.05,13.87,-2.11,1.47,23.39,6.80,0.08,13.94,1.37,1.76,18.07,4.56,2.73
2008.19,17.78,4.83,2.03,18.13,5.21,3.07,18.79,7.30,5.81,24.92,12.66,2.16,18.14,5.45,2.76,25.80,12.51,2.66,20.69,7.18,5.08,16.34,1.43,1.90,23.39,7.76,0.11,15.56,2.79,0.41,20.71,7.36,2.54
2008.20,18.49,4.69,1.30,17.68,5.24,2.97,16.12,6.06,8.13,22.56,11.32,4.99,16.85,5.70,4.52,24.54,11.83,4.43,20.38,5.96,2.12,16.76,1.89,1.51,27.14,10.57,0.11,19.86,5.96,1.32,20.47,7.39,3.30
2008.21,17.32,5.88,1.46,14.68,4.76,2.47,15.83,5.59,3.00,25.41,12.90,1.99,16.89,5.32,1.13,29.63,15.36,0.77,24.12,10.50,5.71,20.12,5.27,3.54,24.48,10.33,1.16,18.18,6.39,2.62,22.15,9.18,2.37
2008.22,22.19,6.87,1.12,21.71,6.79,1.25,21.60,7.84,1.43,26.25,14.99,2.85,21.25,8.24,3.89,30.33,17.41,1.90,24.09,12.64,6.57,18.07,4.70,1.90,21.69,7.89,0.75,17.27,7.06,2.22,23.11,10.45,2.66
2008.23,20.74,11.29,4.11,23.61,12.97,3.85,23.77,12.93,6.28,29.63,18.45,1.54,24.58,14.32,7.06,32.15,19.24,0.68,27.47,16.10,6.73,19.96,6.57,4.33,25.67,9.97,0.19,13.97,4.91,4.06,25.29,13.46,3.64
2008.24,28.96,14.12,2.34,29.11,15.81,2.16,27.29,15.54,1.63,30.22,18.60,2.77,25.65,15.38,7.97,32.04,18.80,2.79,27.28,14.28,6.81,19.48,4.26,1.67,29.98,11.98,0.01,16.87,4.27,1.78,26.68,13.47,3.29
2008.25,21.87,11.90,4.83,22.86,11.92,4.42,22.17,11.19,3.10,28.10,15.86,2.67,23.91,11.62,1.12,32.60,18.62,2.32,27.35,14.13,3.46,25.67,8.51,0.51,33.82,15.14,0.01,22.87,6.90,0.10,27.14,13.14,1.92
2008.26,24.74,14.12,4.77,25.22,14.43,2.65,24.75,13.54,2.92,29.35,17.19,3.27,25.77,14.27,3.88,32.69,19.07,1.43,29.22,16.30,4.86,26.81,10.09,0.77,31.81,15.07,0.18,24.19,8.25,0.12,28.25,14.65,2.37
2008.27,25.91,14.76,4.13,25.64,14.60,3.22,23.60,13.84,4.45,28.32,16.59,3.38,24.29,12.73,3.33,30.92,18.01,2.81,28.14,14.65,1.97,27.99,10.89,0.79,32.46,16.11,0.29,27.83,12.87,0.60,27.98,14.60,2.35
2008.28,27.75,16.00,1.29,26.78,15.57,1.41,24.58,15.03,3.64,29.05,18.87,5.96,26.85,15.82,5.79,31.03,19.52,3.50,30.46,18.25,3.44,27.63,10.84,0.96,33.26,17.48,1.23,26.77,9.75,0.09,28.80,16.03,3.22
2008.29,28.15,15.62,2.48,27.57,15.58,3.59,26.04,14.26,2.56,28.96,17.61,3.77,27.36,15.87,2.64,31.97,19.35,1.83,29.88,16.46,4.39,28.47,11.18,1.15,31.62,16.64,0.79,27.15,10.42,0.02,29.08,15.58,2.34
2008.30,25.75,16.80,13.52,26.65,16.54,9.45,25.56,14.95,5.76,30.10,18.65,3.68,26.14,15.38,2.77,32.65,20.14,2.84,31.14,19.12,3.26,29.62,13.06,1.47,31.39,15.79,0.85,25.65,9.85,0.26,29.27,16.40,3.24
2008.31,26.68,16.04,5.51,26.59,15.65,3.01,25.55,15.27,2.76,30.18,19.87,4.66,27.71,16.09,2.19,33.91,20.54,1.52,30.95,18.83,3.71,30.29,12.89,0.85,32.11,15.98,0.17,23.89,9.41,0.69,29.73,16.65,2.35
2008.32,23.10,14.97,9.12,24.91,14.55,4.36,24.31,13.68,2.03,30.37,18.59,2.23,26.23,14.87,3.20,33.39,20.19,1.96,30.58,18.35,2.73,27.80,12.80,2.88,31.69,16.50,0.93,27.43,11.29,0.46,29.01,16.16,2.54
2008.33,23.77,13.22,4.17,23.18,12.49,4.96,22.59,11.54,2.34,27.29,16.41,4.42,24.23,12.06,1.15,31.01,19.32,5.44,26.93,15.49,3.54,24.88,10.04,3.56,33.23,16.79,0.45,28.36,11.80,0.19,27.07,14.36,3.18
2008.34,25.09,11.58,1.46,25.05,11.66,1.15,24.52,11.61,0.04,28.08,17.81,5.89,26.98,14.72,0.75,28.43,18.37,7.30,26.99,15.18,1.46,25.98,9.97,1.57,30.94,15.73,0.24,24.38,11.08,2.95,27.09,14.51,2.93
2008.35,24.80,11.65,0.43,24.12,12.23,1.51,22.51,13.28,4.58,27.20,18.93,11.45,25.23,12.43,1.82,30.45,18.87,2.24,27.81,14.60,1.94,26.65,9.90,0.43,32.54,16.30,1.18,22.77,8.75,1.78,27.09,14.42,3.31
2008.36,26.29,13.54,3.65,27.19,13.66,1.79,25.56,12.71,2.02,28.03,18.33,4.26,25.64,13.52,4.66,28.97,17.36,5.29,24.54,12.69,5.29,20.32,6.04,2.17,31.17,14.05,0.49,20.39,5.96,0.26,25.76,13.11,3.41
2008.37,21.14,10.51,10.54,21.50,11.68,7.72,21.41,12.72,7.78,27.95,18.69,2.61,21.24,10.63,6.64,28.34,17.61,4.54,21.19,12.05,8.11,19.27,5.25,2.68,29.73,13.65,0.52,24.45,7.37,0.01,24.09,12.53,4.45
2008.38,20.55,8.74,1.63,21.90,9.99,1.27,21.49,10.92,0.37,25.78,15.95,1.83,22.11,10.44,6.31,25.80,12.82,2.80,24.37,9.37,2.71,23.28,5.74,0.35,28.82,12.94,0.09,25.01,8.92,0.53,24.38,10.91,2.06
2008.39,19.01,6.55,6.27,20.30,8.09,3.06,19.51,9.03,4.03,24.66,13.38,2.16,24.43,11.00,0.87,28.24,14.17,0.43,27.12,13.10,1.07,22.43,5.99,0.74,29.36,12.33,0.06,17.96,5.19,1.47,24.36,10.64,1.45
2008.40,17.65,9.99,6.37,17.22,9.29,4.46,17.39,8.66,3.64,24.47,11.26,1.09,17.43,6.38,1.33,27.77,11.17,0.13,23.63,7.18,0.60,22.15,4.90,0.44,27.58,13.30,1.33,21.56,8.34,3.02,22.75,8.87,1.43
2008.41,16.96,3.32,0.63,17.43,3.94,0.91,18.04,5.90,0.44,24.11,13.38,5.76,18.80,6.42,3.21,25.97,11.71,2.91,22.13,8.62,3.10,14.69,1.81,2.05,23.22,8.33,0.32,11.86,1.99,2.09,20.22,7.51,2.73
2008.42,16.56,4.68,0.83,19.23,5.60,1.52,19.56,6.84,0.68,24.04,12.74,1.70,18.78,6.98,1.70,23.32,11.77,3.72,17.57,5.70,6.40,12.24,-1.29,1.86,23.72,6.47,0.07,14.25,2.20,0.84,19.27,6.71,2.25
2008.43,11.35,-1.62,1.58,11.70,-0.22,1.83,12.38,0.67,1.60,18.68,6.89,4.34,12.90,2.19,2.68,22.64,6.68,0.70,14.69,4.36,5.51,12.92,-1.01,0.96,25.69,7.89,0.01,14.18,1.03,0.67,16.59,3.48,2.18
2008.44,11.63,0.51,7.24,10.65,1.02,8.77,11.11,0.99,4.09,16.89,2.66,0.21,11.97,0.48,0.54,22.48,5.21,0.05,16.92,0.01,0.08,17.10,-0.46,0.05,25.20,9.49,1.88,15.94,3.94,1.05,17.03,2.43,1.18
2008.45,13.23,3.60,2.28,14.58,4.68,1.14,15.65,5.67,1.19,20.54,6.83,1.45,16.98,5.26,1.55,22.45,7.12,0.50,17.55,5.12,1.33,10.35,-1.74,1.73,17.68,5.43,3.06,9.17,2.80,9.50,16.64,4.47,2.05
2008.46,9.98,1.80,3.26,10.18,2.90,3.55,9.95,2.60,4.18,16.77,6.36,4.29,6.01,0.09,3.14,19.10,5.57,3.11,8.47,-0.52,2.53,7.19,-3.60,1.10,18.83,5.84,0.70,10.42,2.94,7.42,12.18,2.32,3.12
